email,lat,long,size,name,type
mailto:headteacher@kingspark-sec.glasgow.sch.uk,55.81344,-4.24826,850,King's Park Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@kinross-pri.pkc.sch.uk,56.20574,-3.42547,415,Kinross Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@kinross-pri.pkc.sch.uk,56.20574,-3.42547,415,Kinross Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@kirkhill.e-renfrew.sch.uk,55.77541,-4.30259,608,Kirkhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@kirkmichael.pkc.sch.uk,56.72273,-3.50614,28,Kirkmichael,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@kirkmichael.pkc.sch.uk,56.72273,-3.50614,28,Kirkmichael,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@kirkriggs-pri.glasgow.sch.uk,55.81418,-4.21805,66,Kirkriggs,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@knightswood-pri.glasgow.sch.uk,55.89564,-4.33438,492,Knightswood,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@knightswood-sec.glasgow.sch.uk,55.8909,-4.33793,1364,Knightswood Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@langfaulds.pri.glasgow.sch.uk,55.91511,-4.37199,99,Langfaulds,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@langlands-pri.glasgow.sch.uk,55.83363,-4.35128,53,Langlands,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@langlands-pri.glasgow.sch.uk,55.83363,-4.35128,53,Langlands,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@langside-pri.glasgow.sch.uk,55.82543,-4.28275,388,Langside,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@letham.pkc.sch.uk,56.40395,-3.46734,224,Letham,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@letham.pkc.sch.uk,56.40395,-3.46734,224,Letham,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@linburn-sec.glasgow.sch.uk,55.85434,-4.36633,40,Linburn,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@lochendcommunityhigh.glasgow.sch.uk,55.86826,-4.10955,520,Lochend Community High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@logiealmond.pkc.sch.uk,56.45001,-3.63261,12,Logiealmond,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@lornestreet-pri.glasgow.sch.uk,55.85297,-4.28868,211,Lorne Street,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@lourdes-pri.glasgow.sch.uk,55.84965,-4.34154,389,Lourdes,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@lourdes-pri.glasgow.sch.uk,55.84965,-4.34154,389,Lourdes,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@lourdes-sec.glasgow.sch.uk,55.84426,-4.34187,1103,Lourdes Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@luncarty.pkc.sch.uk,56.45315,-3.46909,145,Luncarty,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@luncarty.pkc.sch.uk,56.45315,-3.46909,145,Luncarty,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@mearns.e-renfrew.sch.uk,55.77338,-4.33218,821,Mearns,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@mearns.e-renfrew.sch.uk,55.77338,-4.33218,821,Mearns,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@mearnscastle.e-renfrew.sch.uk,55.76761,-4.31806,1238,Mearns Castle High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@meigle.pkc.sch.uk,56.58578,-3.15896,42,Meigle,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@merrylee-pri.glasgow.sch.uk,55.80828,-4.25067,372,Merrylee,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@merrylee-pri.glasgow.sch.uk,55.80828,-4.25067,372,Merrylee,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@merrylee-pri.glasgow.sch.uk,55.81559,-4.27465,372,Merrylee,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@merrylee-pri.glasgow.sch.uk,55.81559,-4.27465,372,Merrylee,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@methven.pkc.sch.uk,56.41549,-3.57694,108,Methven,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@middlefield-res.glasgow.sch.uk,55.87382,-4.3046,33,Middlefield,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@miller-pri.glasgow.sch.uk,55.80413,-4.22187,175,Miller,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@milnathort.pkc.sch.uk,56.22561,-3.42656,223,Milnathort,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@milnathort.pkc.sch.uk,56.22561,-3.42656,223,Milnathort,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@milton-sec.glasgow.sch.uk,55.89771,-4.23835,51,Milton,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@miltonbank-pri.glasgow.sch.uk,55.90118,-4.25445,146,Miltonbank,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@mosspark-pri.glasgow.sch.uk,55.83923,-4.32833,240,Mosspark,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@mosspark-pri.glasgow.sch.uk,55.83923,-4.32833,240,Mosspark,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@mountflorida-pri.glasgow.sch.uk,55.82377,-4.25795,203,Mount Florida,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@mountflorida-pri.glasgow.sch.uk,55.82377,-4.25795,203,Mount Florida,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@mountvernon-pri.glasgow.sch.uk,55.84303,-4.14384,286,Mount Vernon,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@murthly.pkc.sch.uk,56.52369,-3.46793,60,Murthly,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@murthly.pkc.sch.uk,56.52369,-3.46793,60,Murthly,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@neilston.e-renfrew.sch.uk,55.78389,-4.42445,268,Neilston,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@netherlee.e-renfrew.sch.uk,55.80172,-4.26933,649,Netherlee,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@netherlee.e-renfrew.sch.uk,55.80172,-4.26933,649,Netherlee,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@newhills-sec.glasgow.sch.uk,55.86168,-4.13306,41,Newhills,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@northmuirton.pkc.sch.uk,56.41587,-3.45042,224,North Muirton,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@northmuirton.pkc.sch.uk,56.41587,-3.45042,224,North Muirton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@notredame-pri.glasgow.sch.uk,55.87686,-4.29865,337,Notre Dame,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@notredamehigh.glasgow.sch.uk,55.87829,-4.29912,725,Notre Dame High School for Girls,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@oakgrove-pri.glasgow.sch.uk,55.87145,-4.26524,176,Oakgrove,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@oakwood-pri.glasgow.sch.uk,55.86907,-4.09951,267,Oakwood Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@oakwood-pri.glasgow.sch.uk,55.86907,-4.09951,267,Oakwood Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@ourladymissions.e-renfrew.sch.uk,55.80235,-4.30741,777,Our Lady of the Missions,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@ourladyofpeace-pri.glasgow.sch.uk,55.85841,-4.13452,216,Our Lady of Peace,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@ourladyoftheannunciation-pri.glasgow.sch.uk,55.81559,-4.27465,183,Our Lady of the Annunciation,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@ourladyoftherosary-pri.glasgow.sch.uk,55.84376,-4.33615,409,Our Lady of the Rosary,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@ourladyoftherosary-pri.glasgow.sch.uk,55.84376,-4.33615,409,Our Lady of the Rosary,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@parkhill-sec.glasgow.sch.uk,55.86284,-4.20599,113,Parkhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@piriepark-pri.glasgow.sch.uk,55.86067,-4.32983,424,Pirie Park,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@pitcairn.pkc.sch.uk,56.42115,-3.51727,79,Pitcairn,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@pitlochry.pkc.sch.uk,56.7068,-3.72384,366,Pitlochry High,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@pitlochry.pkc.sch.uk,56.7068,-3.72384,366,Pitlochry High,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@pitlochry.pkc.sch.uk,56.7068,-3.72384,366,Pitlochry High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@pollokshields-pri.glasgow.sch.uk,55.83982,-4.27172,259,Pollokshields,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@pollokshields-pri.glasgow.sch.uk,55.83982,-4.27172,259,Pollokshields,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@pollokshields-pri.glasgow.sch.uk,55.8422,-4.2748,259,Pollokshields,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@pollokshields-pri.glasgow.sch.uk,55.8422,-4.2748,259,Pollokshields,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@quarrybrae-pri.glasgow.sch.uk,55.85102,-4.19053,247,Quarry Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@quarrybrae-pri.glasgow.sch.uk,55.85102,-4.19053,247,Quarry Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@rattray.pkc.sch.uk,56.5954,-3.32566,203,Rattray,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@rattray.pkc.sch.uk,56.5954,-3.32566,203,Rattray,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@riverside-pri.glasgow.sch.uk,55.8611,-4.30562,175,Riverside,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@robertdouglas.pkc.sch.uk,56.42306,-3.40126,412,Robert Douglas Memorial,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@robertdouglas.pkc.sch.uk,56.42306,-3.40126,412,Robert Douglas Memorial,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@robslee.e-renfrew.sch.uk,55.80138,-4.30574,89,Robslee,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@rosevale-pri.glasgow.sch.uk,55.89599,-4.249,30,Rosevale,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@rosshallacademy.glasgow.sch.uk,55.84233,-4.36262,1204,Rosshall Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@royston-pri.glasgow.sch.uk,55.86912,-4.229,137,Royston,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@ruthvenfield.pkc.sch.uk,56.41279,-3.49308,70,Ruthvenfield,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@sacredheart-pri.glasgow.sch.uk,55.84626,-4.2248,242,Sacred Heart,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@sandaig-pri.glasgow.sch.uk,55.85746,-4.13249,224,Sandaig,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@sandwood-pri.glasgow.sch.uk,55.84869,-4.36233,205,Sandwood,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@saracen-pri.glasgow.sch.uk,55.88138,-4.25142,189,Saracen,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@scotstoun-pri.glasgow.sch.uk,55.87888,-4.34458,393,Scotstoun,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@shawlands-pri.glasgow.sch.uk,55.82963,-4.28572,389,Shawlands,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@shawlandsacademy.glasgow.sch.uk,55.83153,-4.28405,1136,Shawlands Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@smithycroft-sec.glasgow.sch.uk,55.87121,-4.18371,578,Smithycroft Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@smithycroft-sec.glasgow.sch.uk,55.87121,-4.18371,578,Smithycroft Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@springburnacademy.glasgow.sch.uk,55.88611,-4.22551,932,Springburn Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@springhillandauchenback.e-renfrew.sch.uk,55.78972,-4.39554,236,Springhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-alberts-pri.glasgow.sch.uk,55.84565,-4.2824,257,St Albert's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-andrews-sec.glasgow.sch.uk,55.8597,-4.16983,1629,St Andrew's Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-angelas-pri.glasgow.sch.uk,55.80792,-4.33973,400,St Angela's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-angelas-pri.glasgow.sch.uk,55.80792,-4.33973,400,St Angela's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-annes-pri.glasgow.sch.uk,55.85298,-4.21681,210,St Anne's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-bartholomews-pri.glasgow.sch.uk,55.81112,-4.22683,271,St Bartholomew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-bernards-pri.glasgow.sch.uk,55.81885,-4.35305,339,St Bernard's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-blanes-pri.glasgow.sch.uk,55.90336,-4.29344,241,St Blane's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-brendans-pri.glasgow.sch.uk,55.89437,-4.37702,169,St Brendan's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-brides-pri.glasgow.sch.uk,55.83629,-4.2662,301,St Bride's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-bridgets-pri.glasgow.sch.uk,55.85257,-4.1127,351,St Bridget's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-bridgets-pri.glasgow.sch.uk,55.85257,-4.1127,351,St Bridget's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-brigids-pri.glasgow.sch.uk,55.82824,-4.2342,206,St Brigid's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-cadocs.e-renfrew.sch.uk,55.77828,-4.34132,621,St Cadoc's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-catherines-pri.glasgow.sch.uk,55.8879,-4.20711,347,St Catherine's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-charles-pri.glasgow.sch.uk,55.87959,-4.2796,201,St Charles',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-claresdrumchapel-pri.glasgow.sch.uk,55.91718,-4.36718,295,"St Clare's, Drumchapel",http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-constantines-pri.glasgow.sch.uk,55.85935,-4.32745,260,St Constantine's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-constantines-pri.glasgow.sch.uk,55.85935,-4.32745,260,St Constantine's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-convals-pri.glasgow.sch.uk,55.8265,-4.29174,221,St Conval's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-cuthberts-pri.glasgow.sch.uk,55.8851,-4.26901,75,St Cuthbert's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-denis-pri.glasgow.sch.uk,55.85931,-4.21279,253,St Denis',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-fillans-pri.glasgow.sch.uk,55.81687,-4.25388,475,St Fillan's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-fillans-pri.glasgow.sch.uk,55.81687,-4.25388,475,St Fillan's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-francis-pri.glasgow.sch.uk,55.84586,-4.24351,301,St Francis',http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-francis-pri.glasgow.sch.uk,55.84586,-4.24351,301,St Francis',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-francisofassisi-pri.glasgow.sch.uk,55.8448,-4.12785,225,St Francis of Assisi,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-georges-pri.glasgow.sch.uk,55.84991,-4.36498,198,St George's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-joachims-pri.glasgow.sch.uk,55.8339,-4.15281,101,St Joachim's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-johns.e-renfrew.sch.uk,55.8054,-4.39004,186,St John's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-josephs-pri.glasgow.sch.uk,55.87309,-4.26269,168,St Joseph's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-josephs.e-renfrew.sch.uk,55.77982,-4.27509,349,St Joseph's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-kevins-pri.glasgow.sch.uk,55.87392,-4.23573,59,St Kevin's,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@st-lukes.e-renfrew.sch.uk,55.78864,-4.38678,654,St Luke's High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-margaretmarys-sec.glasgow.sch.uk,55.8029,-4.23761,417,St Margaret Mary's Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-marks.e-renfrew.sch.uk,55.79319,-4.3874,320,St Mark's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-marnocks-pri.glasgow.sch.uk,55.83086,-4.34566,240,St Marnock's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-marthas-pri.glasgow.sch.uk,55.88692,-4.21676,247,St Martha's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-marys-pri.glasgow.sch.uk,55.89683,-4.29791,147,St Mary's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-michaels-pri.glasgow.sch.uk,55.85127,-4.19839,194,St Michael's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-mirins-pri.glasgow.sch.uk,55.81636,-4.24791,284,St Mirin's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-monicas-pri.glasgow.sch.uk,55.83112,-4.35548,311,St Monica's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-mungos-pri.glasgow.sch.uk,55.86517,-4.23855,224,St Mungo's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-mungos-pri.glasgow.sch.uk,55.86517,-4.23855,224,St Mungo's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-mungosacademy.glasgow.sch.uk,55.85398,-4.22066,765,St Mungo's Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-ninians-pri.glasgow.sch.uk,55.90134,-4.35112,229,St Ninian's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-ninians.e-renfrew.sch.uk,55.79768,-4.30193,1780,St Ninian's High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-niniansepiscopal.pkc.sch.uk,56.40268,-3.4416,97,St Ninian's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-oswalds-sec.glasgow.sch.uk,55.81338,-4.26455,114,St Oswald's,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:headteacher@st-patricks-pri.glasgow.sch.uk,55.86143,-4.27145,163,St Patrick's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-paulshigh.glasgow.sch.uk,55.82437,-4.33782,868,St Paul's High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-paulsshettleston-pri.glasgow.sch.uk,55.84547,-4.1713,337,"St Paul's, Shettleston",http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-paulsshettleston-pri.glasgow.sch.uk,55.84547,-4.1713,337,"St Paul's, Shettleston",http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-paulswhiteinch-pri.glasgow.sch.uk,55.87515,-4.34355,282,"St Paul's, Whiteinch",http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-peters-pri.glasgow.sch.uk,55.87194,-4.30113,79,St Peter's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-philomenas-pri.glasgow.sch.uk,55.87924,-4.19159,150,St Philomena's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-rochs-pri.glasgow.sch.uk,55.87119,-4.2213,330,St Roch's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-rochs-sec.glasgow.sch.uk,55.86848,-4.23115,536,St Roch's Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-roseoflima-pri.glasgow.sch.uk,55.87456,-4.15721,349,St Rose of Lima,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-saviours-pri.glasgow.sch.uk,55.8611,-4.30562,147,St Saviour's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-stephens-pri.glasgow.sch.uk,55.87172,-4.23597,197,St Stephen's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-teresas-pri.glasgow.sch.uk,55.88138,-4.25142,178,St Teresa's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-thomas-pri.glasgow.sch.uk,55.86712,-4.19187,302,St Thomas',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-thomas.e-renfrew.sch.uk,55.78544,-4.42717,152,St Thomas',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-thomasaquinas-sec.glasgow.sch.uk,55.88076,-4.33564,944,St Thomas Aquinas Secondary,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:headteacher@st-timothys-pri.glasgow.sch.uk,55.85838,-4.17353,393,St Timothy's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@st-timothys-pri.glasgow.sch.uk,55.85838,-4.17353,393,St Timothy's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@st-vincents-pri.glasgow.sch.uk,55.81059,-4.32542,352,St Vincent's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@stanley.pkc.sch.uk,56.48053,-3.44975,96,Stanley,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@stanley.pkc.sch.uk,56.48053,-3.44975,96,Stanley,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@stanley.pkc.sch.uk,56.48096,-3.44834,96,Stanley,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@stanley.pkc.sch.uk,56.48096,-3.44834,96,Stanley,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@sunnyside-pri.glasgow.sch.uk,55.87902,-4.15807,122,Sunnyside,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@swinton-pri.glasgow.sch.uk,55.85723,-4.10397,236,Swinton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@thornliebank.e-renfrew.sch.uk,55.80931,-4.31473,145,Thornliebank,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@thornliebank.e-renfrew.sch.uk,55.80931,-4.31473,145,Thornliebank,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@thorntree-pri.glasgow.sch.uk,55.85493,-4.16846,380,Thorntree,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@thornwood-pri.glasgow.sch.uk,55.87277,-4.31945,158,Thornwood,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@thornwood-pri.glasgow.sch.uk,55.87277,-4.31945,158,Thornwood,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@tinto-pri.glasgow.sch.uk,55.81709,-4.29161,425,Tinto,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@toryglen-pri.glasgow.sch.uk,55.82741,-4.23081,82,Toryglen,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:headteacher@tulloch.pkc.sch.uk,56.41291,-3.46138,344,Tulloch,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:headteacher@tulloch.pkc.sch.uk,56.41291,-3.46138,344,Tulloch,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
